load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand
Oahu,2025-11-23-18:00,1021.69,0,977.1,0,44.5939,0
Oahu,2025-11-23-20:00,909.151,0,869.265,0,39.8859,0
Oahu,2025-11-23-22:00,734.108,0,699.792,5.74367,28.5725,0
Oahu,2025-12-23-00:00,628.415,0,559.49,54.8721,14.053,0
Oahu,2025-12-23-02:00,595.688,0,502.858,87.0408,5.78938,0
Oahu,2025-12-23-04:00,569.156,0,564.323,2.17846,2.65456,0
Oahu,2025-12-23-06:00,772.911,0,763.189,0,9.72205,0
Oahu,2025-12-23-08:00,928.236,0,891.894,0,36.3427,0
Oahu,2025-12-23-10:00,996.751,0,950.579,20.6679,25.5045,0
Oahu,2025-12-23-12:00,1000.41,0,951.63,28.5811,20.2032,0
Oahu,2025-12-23-14:00,1063.14,0,943.41,94.6784,25.0504,0
Oahu,2025-12-23-16:00,964.15,0,924.937,7.31693,31.8964,0
Oahu,2025-12-23-18:00,1036.62,0,992.024,0,44.5939,0
Oahu,2025-12-23-20:00,938.908,0,899.022,0,39.8859,0
Oahu,2025-12-23-22:00,783.72,0,742.593,12.5546,28.5725,0
Oahu,2030-01-23-00:00,633.724,0,608.605,0,25.1189,0
Oahu,2030-01-23-02:00,590.129,0,579.781,0,10.3482,0
Oahu,2030-01-23-04:00,631.664,0,626.919,0,4.74487,0
Oahu,2030-01-23-06:00,806.792,0,789.415,0,17.3776,0
Oahu,2030-01-23-08:00,896.608,0,831.648,0,64.9603,0
Oahu,2030-01-23-10:00,1107.95,0,854.088,208.275,45.5877,0
Oahu,2030-01-23-12:00,1104.58,0,860.188,208.275,36.1119,0
Oahu,2030-01-23-14:00,1049.12,0,855.224,149.119,44.7761,0
Oahu,2030-01-23-16:00,907.787,0,850.774,0,57.0129,0
Oahu,2030-01-23-18:00,989.749,0,910.04,0,79.709,0
Oahu,2030-01-23-20:00,907.22,0,835.926,0,71.2936,0
Oahu,2030-01-23-22:00,754.099,0,703.027,0,51.0716,0
Oahu,2030-02-23-00:00,666.711,0,631.778,9.81398,25.1189,0
Oahu,2030-02-23-02:00,711.595,0,590.978,110.269,10.3482,0
Oahu,2030-02-23-04:00,605.005,0,600.26,0,4.74487,0
Oahu,2030-02-23-06:00,692.373,0,674.995,0,17.3776,0
Oahu,2030-02-23-08:00,897.031,0,793.62,38.4501,64.9603,0
Oahu,2030-02-23-10:00,1050.05,0,842.62,161.84,45.5877,0
Oahu,2030-02-23-12:00,1088.88,0,844.489,208.275,36.1119,0
Oahu,2030-02-23-14:00,1090.72,0,841.696,204.245,44.7761,0
Oahu,2030-02-23-16:00,926.239,0,850.86,18.3667,57.0129,0
Oahu,2030-02-23-18:00,964.569,0,884.86,0,79.709,0
Oahu,2030-02-23-20:00,905.602,0,834.308,0,71.2936,0
Oahu,2030-02-23-22:00,791.156,0,740.084,0,51.0716,0
Oahu,2030-03-23-00:00,654.646,0,629.527,0,25.1189,0
Oahu,2030-03-23-02:00,602.118,0,591.77,0,10.3482,0
Oahu,2030-03-23-04:00,604.081,0,599.336,0,4.74487,0
Oahu,2030-03-23-06:00,670.17,0,652.792,0,17.3776,0
Oahu,2030-03-23-08:00,952.081,0,760.518,126.603,64.9603,0
Oahu,2030-03-23-10:00,981.663,0,794.096,141.98,45.5877,0
Oahu,2030-03-23-12:00,966.046,0,798.862,131.072,36.1119,0
Oahu,2030-03-23-14:00,977.989,0,796.499,136.715,44.7761,0
Oahu,2030-03-23-16:00,957.449,0,805.629,94.8071,57.0129,0
Oahu,2030-03-23-18:00,916.209,0,836.5,0,79.709,0
Oahu,2030-03-23-20:00,883.023,0,811.729,0,71.2936,0
Oahu,2030-03-23-22:00,762.668,0,711.597,0,51.0716,0
Oahu,2030-04-23-00:00,649.403,0,614.653,9.63121,25.1189,0
Oahu,2030-04-23-02:00,604.343,0,585.683,8.31243,10.3482,0
Oahu,2030-04-23-04:00,629.617,0,624.872,0,4.74487,0
Oahu,2030-04-23-06:00,792.261,0,774.884,0,17.3776,0
Oahu,2030-04-23-08:00,962.629,0,856.524,41.1444,64.9603,0
Oahu,2030-04-23-10:00,1137.53,0,895.172,196.773,45.5877,0
Oahu,2030-04-23-12:00,1060.09,0,908.68,115.3,36.1119,0
Oahu,2030-04-23-14:00,1141.05,0,911.526,184.749,44.7761,0
Oahu,2030-04-23-16:00,961.085,0,904.072,0,57.0129,0
Oahu,2030-04-23-18:00,984.58,0,904.871,0,79.709,0
Oahu,2030-04-23-20:00,939.041,0,867.748,0,71.2936,0
Oahu,2030-04-23-22:00,775.707,0,724.636,0,51.0716,0
Oahu,2030-05-23-00:00,681.43,0,656.311,0,25.1189,0
Oahu,2030-05-23-02:00,635.874,0,625.526,0,10.3482,0
Oahu,2030-05-23-04:00,676.168,0,671.423,0,4.74487,0
Oahu,2030-05-23-06:00,836.812,0,819.434,0,17.3776,0
Oahu,2030-05-23-08:00,1100.76,0,902.712,133.092,64.9603,0
Oahu,2030-05-23-10:00,1124.47,0,936.244,142.643,45.5877,0
Oahu,2030-05-23-12:00,1187.37,0,942.984,208.275,36.1119,0
Oahu,2030-05-23-14:00,1093,0,935.306,112.913,44.7761,0
Oahu,2030-05-23-16:00,997.016,0,905.749,34.2539,57.0129,0
Oahu,2030-05-23-18:00,968.986,0,889.277,0,79.709,0
Oahu,2030-05-23-20:00,930.934,0,859.64,0,71.2936,0
Oahu,2030-05-23-22:00,803.911,0,752.839,0,51.0716,0
Oahu,2030-06-23-00:00,669.83,0,644.712,0,25.1189,0
Oahu,2030-06-23-02:00,624.017,0,613.669,0,10.3482,0
Oahu,2030-06-23-04:00,671.386,0,654.45,12.1917,4.74487,0
Oahu,2030-06-23-06:00,807.248,0,789.87,0,17.3776,0
Oahu,2030-06-23-08:00,1010.38,0,880.443,64.9806,64.9603,0
Oahu,2030-06-23-10:00,1140.01,0,926.882,167.544,45.5877,0
Oahu,2030-06-23-12:00,1184.29,0,939.908,208.275,36.1119,0
Oahu,2030-06-23-14:00,1166.18,0,941.076,180.324,44.7761,0
Oahu,2030-06-23-16:00,992.264,0,925.198,10.0531,57.0129,0
Oahu,2030-06-23-18:00,986.204,0,906.495,0,79.709,0
Oahu,2030-06-23-20:00,967.357,0,896.064,0,71.2936,0
Oahu,2030-06-23-22:00,812.916,0,761.845,0,51.0716,0
Oahu,2030-07-23-00:00,766.613,0,678.824,62.67,25.1189,0
Oahu,2030-07-23-02:00,705.991,0,644.395,51.2483,10.3482,0
Oahu,2030-07-23-04:00,684.903,0,680.158,0,4.74487,0
Oahu,2030-07-23-06:00,829.899,0,812.522,0,17.3776,0
Oahu,2030-07-23-08:00,1084.12,0,897.014,122.141,64.9603,0
Oahu,2030-07-23-10:00,1158.79,0,944.219,168.985,45.5877,0
Oahu,2030-07-23-12:00,1181.16,0,953.798,191.25,36.1119,0
Oahu,2030-07-23-14:00,1060.4,0,950.28,65.3454,44.7761,0
Oahu,2030-07-23-16:00,1081.71,0,941.241,83.4561,57.0129,0
Oahu,2030-07-23-18:00,1000.42,0,920.709,0,79.709,0
Oahu,2030-07-23-20:00,971.041,0,899.748,0,71.2936,0
Oahu,2030-07-23-22:00,824.589,0,773.517,0,51.0716,0
