balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-07-23-02:00	0	62.7254954207	0	0	15.000000000000002	0	0.0	0.0	0.0	405.7934221107	483.5189175314	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-04:00	0	0.0	0	0	63.2701177862	0	0.0	0.0	0.0	366.117344021	429.3874618072	146.22951430888637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-06:00	0	0.0	0	0	45.73441084057	0	0.0	0.0	0.0	358.47100861800004	404.20541945857	178.05237770682788	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-08:00	0	0.0	0	0	65.2342460704	0	0.0	0.0	0.0	366.11734402159004	459.35159009199003	248.79679057020851	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-10:00	0	0.0	0	0	94.424	0	0.0	0.0	0.0	368.01300838104	490.43700838103996	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-12:00	0.0	0.0	0.0	0	47.4401136	0	0.0	0.0	0.0	383.7314457346	459.17155933460003	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-14:00	0	0.0	0	0	52.926380959	0	0.0	0.0	0.0	366.117344021	447.04372498	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-16:00	0	0.0	1.7918667478889352	0	63.04156125211106	0	0.0	0.0	0.0	353.84168407503	446.67511207503003	254.55315713143182	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-18:00	0	0.0	0	0	44.369253604	0	0.0	0.0	0.0	345.965423433	418.334677037	183.49595311931216	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-07-23-20:00	0.0	0.0	0.0	0	10.835908352023	0	0.0	0.0	0.0	326.44126593149997	365.277174283523	148.3772678088864	180.0	0.0	0.0	typical
